AN_LETIVO;CD_UNIDADE_EDUCACAO;NOME_DISTRITO;CD_SETOR;TIPO_ESCOLA;NOME_ESCOLA;DRE;CD_INEP_ESCOLA;SITUACAO_ESCOLA;CD_TURMA;CD_TURNO;DESC_TURNO;CD_SERIE;DESC_SERIE;MODALIDADE;MODALIDADE_SEGMENTO;TURMA_ESCOL;NOME_TURMA;HORA_IN_TURMA;HORA_FIM_TURMA;DESC_PERIODICIDADE_TURMA;CD_ETAPA_ENSINO;DESC_ETAPA_ENSINO;CD_CICLO_ENSINO;CD_TIPO_TURMA;DESC_TIPO_TURMA;CD_TIPO_PROGRAMA;DUR_DIA_TURMA;DUR_SEMAN_TURMA;DUR_SEM_HORA;DUR_SEM_MIN;QTD_DIAS_SEMAN_TURMA;X_SEMANA;SEG;TER;QUA;QUI;SEX;SAB;DOM;CD_ALUNO_SME;ANO_NASC_ALUNO;MES_NASC_ALUNO;IDADE_ALUNO_ANO_CIVIL;IDADE_ALUNO_3103;CD_SEXO;CD_RACA_COR;DESC_RACA_COR;CD_PAIS_NASC;DESC_PAIS_NASC;CD_MUN_NASC;DESC_MUN_NASC;DESC_UF_NASC;NEE_ALT_HAB;DEF__AUTISMO;DEF__SURDEZ_LEVE;DEF__SURDEZ_SEV;DEF__INTELECT;DEF__MULTIPLA;DEF__CEGUEIRA;DEF__BAIXA_VISAO;DEF__SURDO_CEG;DEF__TRANST_DES_INF;DEF__SINDR_ASPER;DEF__SINDR_RETT;DEF__FIS_N_CADEIR;DEF__FIS_CADEIR;DEF__N_POSSUI;CD_MAT;DT_IN_MAT;DT_FIM_MAT;QTD_DIAS_MATR;ANO_IN_MAT;MES_IN_MAT;SITUACAO_MAT;ANO_SIT_MAT;MES_SIT_MAT;SIT_AL_APROV;SIT_AL_REPROV;SIT_AL_ABAND;SIT_AL_CONCL;SIT_AL_TRANSF;SIT_AL_FALEC;SIT_AL_NCOM;SIT_AL_EXCL;SIT_AL_CES;SIT_AL_REMAN;SIT_AL_RECLAS;SIT_AL_ATIVO
2019;309223;CIDADE DUTRA;2305;CR.P.CONV   ;SANTA IZABEL I;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;35005845.0;ATIVA;2034495;6;INTEGRAL;242;BERCARIO II;CRECHE;CRECHE;S;2E;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7191590;2018;3;1;1;M;1;BRANCA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30837663;2019-02-04 00:00:00;2019-12-20 00:00:00;320;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;400464;SAUDE;7701;CEI INDIR   ;CANTINHO FELIZ;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;35807709.0;ATIVA;2031695;6;INTEGRAL;242;BERCARIO II;CRECHE;CRECHE;S;2D;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7191591;2018;2;1;1;M;6;NAO DECLARADA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31004954;2019-02-04 00:00:00;2019-12-20 00:00:00;320;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;400448;VILA LEOPOLDINA;8802;CEI INDIR   ;VILA LEOPOLDINA;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;35180488.0;ATIVA;2026519;6;INTEGRAL;242;BERCARIO II;CRECHE;CRECHE;S;2A;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7191593;2017;12;2;1;F;1;BRANCA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30334306;2019-02-04 00:00:00;2019-12-19 10:47:53;319;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;308919;FREGUESIA DO O;2910;CR.P.CONV   ;RENASCER;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;35005264.0;ATIVA;2012542;6;INTEGRAL;267;MINI GRUPO I;CRECHE;CRECHE;S;3D;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7191594;2016;4;3;2;F;1;BRANCA;10.0;BRASIL;3555000.0;TUPA;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31293307;2019-02-07 14:39:32;2019-11-25 11:34:48;292;2019;2;Transferido;2019;11;0;0;0;0;1;0;0;0;0;0;0;0
2019;309492;FREGUESIA DO O;2910;CR.P.CONV   ;RENASCER;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;35006782.0;ATIVA;2176258;6;INTEGRAL;267;MINI GRUPO I;CRECHE;CRECHE;S;3D;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7191594;2016;4;3;2;F;1;BRANCA;10.0;BRASIL;3555000.0;TUPA;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;32764306;2019-11-25 11:34:48;2019-12-20 00:00:00;26;2019;11;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;400154;MANDAQUI;5101;CEI DIRET   ;JOAQUIM THOME FILHO, VER.;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;35238223.0;ATIVA;1993146;6;INTEGRAL;267;MINI GRUPO I;CRECHE;CRECHE;S;3B;800;1800;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7191595;2017;2;2;2;F;6;NAO DECLARADA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31221783;2019-02-04 00:00:00;2019-12-20 00:00:00;320;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;306717;PARELHEIROS;5504;CR.P.CONV   ;PAULINOEVA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;35288755.0;ATIVA;2018325;6;INTEGRAL;242;BERCARIO II;CRECHE;CRECHE;S;2D;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7191506;2018;3;1;1;M;6;NAO DECLARADA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31033105;2019-02-04 00:00:00;2019-12-20 00:00:00;320;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;19471;CIDADE ADEMAR;2203;EMEI        ;DORINA NOWILL, PROFESSORA;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;35461064.0;ATIVA;1979791;3;TARDE;270;INFANTIL I;PRE;PRE;S;5G;1300;1900;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;2.0;1.0;REGULAR;0.0;6.0;30;30.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7191508;2015;3;4;4;F;3;PARDA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31794876;2019-06-25 12:15:29;2019-12-20 00:00:00;179;2019;6;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;309181;VILA MEDEIROS;9202;CR.P.CONV   ;CAMINHAR E PRECISO II;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;35005669.0;ATIVA;2039931;6;INTEGRAL;242;BERCARIO II;CRECHE;CRECHE;S;2G;800;1800;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7191509;2017;4;2;1;F;3;PARDA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31313252;2019-02-11 16:51:39;2019-09-11 15:07:22;213;2019;2;Desistente;2019;9;0;0;1;0;0;0;0;0;0;0;0;0
2019;400252;JABAQUARA;3801;CEI DIRET   ;DOMINGOS  RUFINO DE SOUZA;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;35238867.0;ATIVA;1996768;6;INTEGRAL;242;BERCARIO II;CRECHE;CRECHE;S;2A;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7191501;2018;3;1;1;M;6;NAO DECLARADA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31118912;2019-02-04 00:00:00;2019-12-20 00:00:00;320;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;307032;LAJEADO;9602;CR.P.CONV   ;ALPS LAJEADO II;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;35432283.0;ATIVA;2033195;6;INTEGRAL;242;BERCARIO II;CRECHE;CRECHE;S;2C;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7191503;2017;8;2;1;F;6;NAO DECLARADA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31829803;2019-07-05 12:48:24;2019-10-23 14:26:15;111;2019;7;Desistente;2019;10;0;0;1;0;0;0;0;0;0;0;0;0
2019;307160;CIDADE TIRADENTES;2503;CR.P.CONV   ;SMILES;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;35435156.0;ATIVA;2033620;6;INTEGRAL;267;MINI GRUPO I;CRECHE;CRECHE;S;3D;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7191504;2017;2;2;2;F;1;BRANCA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30714995;2019-02-04 00:00:00;2019-12-20 00:00:00;320;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;400825;VILA FORMOSA;8503;CEI INDIR   ;PICOLO;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;35004180.0;ATIVA;2031211;6;INTEGRAL;242;BERCARIO II;CRECHE;CRECHE;S;2A;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7191505;2018;3;1;1;M;6;NAO DECLARADA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31008285;2019-02-04 00:00:00;2019-12-20 00:00:00;320;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;19235;SAO RAFAEL;7504;EMEI        ;CONJ. HABITACIONAL SAO FRANCISCO;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;35276133.0;ATIVA;1982841;1;MANHA;270;INFANTIL I;PRE;PRE;S;5C;700;1300;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;2.0;1.0;REGULAR;0.0;6.0;30;30.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7191516;2014;6;5;4;F;3;PARDA;10.0;BRASIL;3547809.0;SANTO ANDRE;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31381635;2019-02-28 15:14:59;2019-12-20 00:00:00;296;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;19325;SAO RAFAEL;7505;EMEI        ;MANOEL DE ALVARENGA FREIRE JUNIOR PROF;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;35289334.0;ATIVA;1989915;3;TARDE;270;INFANTIL I;PRE;PRE;S;5G;1300;1900;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;2.0;1.0;REGULAR;0.0;6.0;30;30.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7191516;2014;6;5;4;F;3;PARDA;10.0;BRASIL;3547809.0;SANTO ANDRE;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31302336;2019-02-08 14:39:00;2019-02-18 18:20:37;11;2019;2;Transferido;2019;2;0;0;0;0;1;0;0;0;0;0;0;0
2019;92665;SAO RAFAEL;7505;EMEI        ;CARMEM MIRANDA;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;35092685.0;ATIVA;1990324;1;MANHA;270;INFANTIL I;PRE;PRE;S;5C;700;1300;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;2.0;1.0;REGULAR;0.0;6.0;30;30.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7191516;2014;6;5;4;F;3;PARDA;10.0;BRASIL;3547809.0;SANTO ANDRE;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31347663;2019-02-18 18:20:37;2019-02-18 18:26:01;1;2019;2;Transferido;2019;2;0;0;0;0;1;0;0;0;0;0;0;0
2019;309206;CAMPO LIMPO;1702;CR.P.CONV   ;DIVINA GRACA;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;35005724.0;ATIVA;2036146;6;INTEGRAL;242;BERCARIO II;CRECHE;CRECHE;S;2I;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7191518;2017;7;2;1;F;3;PARDA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30901894;2019-02-04 00:00:00;2019-12-20 00:00:00;320;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;306767;ITAIM PAULISTA;3608;CR.P.CONV   ;ESTRELA AZUL;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;35296569.0;ATIVA;2033821;6;INTEGRAL;268;MINI GRUPO II;CRECHE;CRECHE;S;4B;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7191511;2015;7;4;3;M;6;NAO DECLARADA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30734181;2019-02-04 00:00:00;2019-12-20 00:00:00;320;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;308965;SAO MATEUS;7304;CR.P.CONV   ;CRESCENDO PARA BRILHAR;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;35005324.0;ATIVA;2025091;6;INTEGRAL;268;MINI GRUPO II;CRECHE;CRECHE;S;4A;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7191512;2016;1;3;3;M;1;BRANCA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30345730;2019-02-04 00:00:00;2019-12-20 00:00:00;320;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
2019;308756;IPIRANGA;3401;CR.P.CONV   ;EDUCAR;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;35004229.0;ATIVA;2027711;6;INTEGRAL;242;BERCARIO II;CRECHE;CRECHE;S;2A;700;1700;ANUAL INICIO NO 1º SEMESTRE;1.0;EDUCACAO INFANTIL;1.0;1.0;REGULAR;0.0;10.0;50;50.0;0.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;7191513;2018;2;1;1;F;6;NAO DECLARADA;10.0;BRASIL;3550308.0;SAO PAULO;SP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31279506;2019-02-06 08:29:47;2019-12-20 00:00:00;318;2019;2;Concluido;2019;12;0;0;0;1;0;0;0;0;0;0;0;0
